3.760590,-6.845690
6.642476,-7.117036
3.525346,-4.166308
4.701881,-6.468730
4.381602,-6.487899
2.690102,-3.898170
3.236901,-4.882409
6.076649,-6.796786
3.820112,-5.454217
2.715308,-3.607056
2.069873,-4.995963
2.257356,-4.399208
5.505856,-5.292405
3.366485,-6.765655
1.892287,-6.819151
2.376899,-5.574926
5.248404,-3.104364
4.370188,-7.574287
5.104152,-6.157621
6.687745,-2.282943
4.063109,-8.212762
2.919095,-4.858773
2.221258,-5.078984
1.922754,-4.054655
1.335309,-5.711860
1.098975,-7.657118
4.397312,-5.336029
4.921571,-5.271327
7.228777,-4.731084
5.194600,-6.133853
1.781623,-4.704141
2.298033,-4.056464
5.274687,-6.879257
2.731530,-5.309026
-2.735006,-5.529976
-2.646826,-2.862745
-3.833386,-5.032652
-4.329437,-4.075546
-4.093815,-6.127650
-2.891650,-2.537878
-1.873299,-3.005477
-3.736707,-5.955683
-5.237842,-3.523965
-3.132895,-5.098499
-1.081177,-6.014730
-3.267689,-3.442856
-5.867743,-5.254679
-1.795169,-0.042624
-5.397248,-4.973604
-4.756094,-6.322030
-3.630811,-7.602732
-3.806065,-4.190818
-3.553994,-3.624203
-2.364724,-3.069834
-3.867806,-2.285616
-1.137191,-4.539117
-2.013487,-2.815540
-2.602538,-5.342344
-2.723863,-4.231075
-3.157157,-4.620198
-3.958185,-4.743634
-2.669222,-2.548273
-2.398354,-3.527128
-1.898136,-5.843479
-0.798981,-2.479385
-1.719567,-4.878964
-2.894897,-3.641477
6.486678,-3.372154
7.298007,0.409112
6.216999,0.679118
6.164962,0.015005
3.226364,-0.330342
6.182917,-2.055202
3.534672,-0.707893
4.408352,-1.340158
5.213488,0.346250
2.925781,-2.819130
4.655831,-0.815438
4.146953,-0.526281
3.404693,-2.278449
5.704994,-0.352739
6.537718,-1.761473
5.456716,0.823662
5.729113,-0.639575
7.931300,-0.825599
2.646786,0.370403
5.267979,-0.381486
4.521128,-0.575125
2.494749,-0.144755
5.772447,-2.080196
3.288317,-1.842276
1.648705,2.033168
4.950702,-1.371502
4.990888,-0.332656
2.789711,-2.293609
4.327058,-0.839597
3.375443,0.102256
0.963768,1.237196
7.166860,0.190152
4.175883,-2.700928
