7.930837,-7.159680
6.660465,-5.663364
4.999954,-6.786242
3.833733,-5.777452
6.710357,-8.276953
7.818990,-7.335288
6.618273,-6.176425
7.525261,-7.894518
5.634145,-6.730719
7.370243,-7.720342
6.633407,-6.466905
6.790538,-9.090246
8.308913,-6.598725
5.662757,-8.382151
6.494102,-6.677187
5.623480,-6.575417
7.055419,-7.999728
6.712861,-5.829419
7.985807,-6.253928
5.546606,-5.644571
5.597040,-6.979792
5.814358,-8.525006
5.900515,-7.218962
4.783921,-8.929801
5.490124,-6.286701
5.164966,-6.742841
5.530122,-7.312731
5.768602,-8.690922
6.841492,-7.426387
6.404920,-7.555386
5.456664,-7.661384
4.814078,-8.419533
6.533278,-7.505180
7.789363,-8.701380
2.112655,8.306916
1.833421,9.983170
2.079188,7.511355
2.013842,7.912529
1.855574,8.417673
1.915657,8.902697
1.578082,9.067232
1.515800,9.184534
4.224044,10.404520
2.191996,11.351177
1.908858,7.644848
3.330013,7.463947
2.339212,7.866866
2.344518,7.476153
0.547186,8.020902
0.930099,8.440248
0.574106,8.300055
2.244602,8.538116
0.858004,10.394782
0.815630,9.469844
2.458876,8.628468
1.205757,8.109746
3.222606,10.836725
0.923088,7.237007
2.041983,11.809328
0.850317,10.082849
1.306571,8.557365
1.806903,9.465106
0.471766,9.902843
1.744923,7.716771
0.676260,11.401656
1.720892,9.460186
1.297834,9.181292
-10.481559,-5.027402
-10.669082,-2.020285
-12.039351,-1.082615
-8.705233,-2.779394
-9.622413,-1.810600
-8.917966,-1.100188
-10.055135,-2.355138
-8.400461,-3.588552
-9.618665,-2.293075
-9.526908,-3.223728
-10.569391,-1.138460
-11.014419,-1.642601
-10.530041,-1.533766
-9.719836,-2.479971
-8.265847,-1.989284
-8.714625,-2.440308
-8.827130,-2.294499
-9.721159,-2.409334
-9.989774,-2.792536
-9.367864,-1.629936
-10.560263,-1.382010
-9.540937,-2.650463
-12.236188,-2.633193
-10.533276,-1.990843
-9.151951,-0.980450
-8.289636,-1.324595
-8.587779,-1.068267
-8.423509,-2.745490
-10.092447,-2.116520
-9.799158,-4.063937
-9.792796,-2.773983
-6.794528,-3.014987
-10.340657,-4.043430
